"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"COPZ1" 0.206807998569947 5.96116517161519 3.0146560238862 0.00504765395871905 0.0426374895997242 -2.47340505149508
"DHPS" -0.302333098312564 3.48696071218413 -2.9025721832224 0.00670218572632285 0.049772204451958 -2.47427504861242
"SECISBP2" -0.198902325901036 6.82157836639228 -3.01941429770221 0.00498677814737893 0.0423784793213218 -2.47462823056469
"RGL1" 0.764592902828909 3.07499267177803 2.88652870413584 0.00697717536886304 0.0507556150213652 -2.47494588218773
"DMAP1" -0.175691869137384 6.25429105346255 -3.01638380281819 0.00502546838312495 0.0425720712455527 -2.47557367332679
"HNRNPK" 0.121596192348683 9.29892369082929 3.00005738044958 0.00523884564047075 0.0436321097531972 -2.47916206422684
"RPP14" -0.326022140787192 3.20883003250418 -2.88377937393209 0.00702535238641698 0.0510116720077765 -2.47927307780017
"TOR4A" 0.396735955504384 4.79493541693043 2.97728363941481 0.00555084331737862 0.0448418668643129 -2.48188459875651
"MCEMP1" 0.792646044918006 3.86268830243888 2.92940435650365 0.00626496042565265 0.0480243036192366 -2.48237400429806
"PHLDB2" -0.66274112257284 2.88406635691474 -2.86121886854505 0.00743266928737595 0.0527352805275194 -2.48255516717753
"PARP6" -0.155511732781834 6.46997468961875 -3.01429758161574 0.00505226814550724 0.042645916944754 -2.48441694351292
"ASPHD2" 0.397237908140667 3.30620880682934 2.89350231525864 0.00685636602330231 0.0505630194789123 -2.4860331285456
"SLC39A7" 0.232257973688156 5.58093163614386 3.00011841274264 0.00523803224632683 0.0436321097531972 -2.48906045249519
"PLEKHM1P1" 0.189042067902205 7.31826517239974 3.01209087222856 0.0050807629743552 0.0427639949989982 -2.48919248994556
"DDX51" -0.225992662777477 5.79395626314967 -3.00253220513501 0.0052059586386098 0.0435578358409158 -2.49049560493543
"KIFC1" 0.752062976264193 2.2361969906291 2.83782292699415 0.00787843872840754 0.0547774466305316 -2.49499207727456
"MSANTD4" -0.316579810272998 2.61644303401443 -2.84679411944883 0.0077046208264407 0.0539983308217762 -2.49614394522823
"ASPM" 0.924580434139227 2.00898347767211 2.82840222408307 0.00806492262405824 0.055485161950347 -2.49963772975838
"BRK1" 0.225962611079554 6.26389084394467 3.00616841294435 0.00515799272920032 0.0432288914447265 -2.50154133088286
"RILP" 0.708383851816597 4.0516211667774 2.93069802699714 0.00624457517054647 0.0479401239655494 -2.50366626989707
"ARHGDIB" 0.213644648805751 9.96635085354021 2.98206274001834 0.00548394805509265 0.0446589875454598 -2.5043741805229
"GP9" 0.854152874172128 3.05845682887494 2.87230246625709 0.00722986410205186 0.05195280773394 -2.50449892401899
"SLA" 0.471059433350463 7.5799900624781 3.00235376459913 0.00520832331544194 0.0435578358409158 -2.50825209242324
"NOP10" 0.397730418370753 4.92671169751403 2.97111307920703 0.00563835683727354 0.0452159916038369 -2.50867389400908
"ZNRF2" 0.260851400915259 4.5744148258391 2.95449521339549 0.00588056691460454 0.0462599366624528 -2.5096738572083
"LINC00944" -0.658945641102862 2.00854385090054 -2.81741841232533 0.00828757381002555 0.0565877651232318 -2.5103835374072
"ACBD6" -0.198321645443199 5.07100828188933 -2.97017684468475 0.00565174829905835 0.0452522311559005 -2.51598623169601
"EPB41L4A" -0.805179323496143 2.90294547297807 -2.84574947712431 0.007724674114457 0.0540589656722118 -2.51636551307727
"ADGRG3" 0.941334435074869 2.19178486622502 2.82671174118251 0.0080988209885704 0.0556170756972442 -2.51711097732807
"PRKRIP1" -0.203981633181095 5.60755386261893 -2.98667335477122 0.00542013415010398 0.0443540748771868 -2.51745222907097
"CUX1" 0.371424213726775 7.61994998870862 2.99823562479667 0.00526317978377355 0.0436758733358605 -2.51753427606378
"CHEK1" 0.592502595172382 2.30190265119441 2.82767589292583 0.00807947102402012 0.055552841000143 -2.5201121024027
"DDX43" -0.864638230241882 1.37941774325896 -2.80070749294143 0.00863739472881743 0.0577720695645009 -2.52306331770668
"ZFP62" -0.36952087942521 3.65545885022529 -2.88974351534871 0.00692123591390709 0.0506354311539202 -2.52317660754975
"GALNT12" -0.625102493133945 2.1623683517092 -2.81552096566781 0.00832661553760195 0.0567523204145355 -2.52345365224448
"TRAF1" -0.421922195091014 7.19528249262297 -2.99785239472637 0.00526831238689834 0.0436877212843216 -2.52357575126306
"THRA" -0.396536225937462 6.23441767700324 -2.99265913278156 0.0053383343900133 0.0440925734218723 -2.52878153373169
"TOPORS" -0.341787897048446 4.73317566253507 -2.94774142403037 0.00598178607059647 0.0468685856109459 -2.53007404270494
"NDUFB11" 0.182330633367639 5.35003758606998 2.97571299451888 0.00557299625671807 0.0449191878736976 -2.53037778107196
"EPOR" 0.416692577847888 2.96882010748583 2.85282577621481 0.0075897877821508 0.053464024807122 -2.53198775360055
"QRICH2" -0.48902577576839 1.89483001219858 -2.80378298882278 0.00857199218951614 0.0575304108701049 -2.53476421698333
"CNST" -0.264940277726505 5.48045405559052 -2.97522807160175 0.0055798526495728 0.0449248156731083 -2.53483149557372
"CREBRF" -0.256020281643402 6.39155499614223 -2.99075357153869 0.00536424763287804 0.0441653660666301 -2.53768224851921
"MIIP" 0.370991269318415 5.68565228804393 2.98179376040573 0.00548769275384764 0.0446589875454598 -2.5384912092816
"ZNF155" -0.401673849807027 3.00074296423986 -2.8444745077876 0.00774921522910504 0.0541610464680764 -2.53995522595771
"ANAPC1" -0.269644510837343 4.63338066714269 -2.93931152602527 0.00611043299174047 0.0471937667539506 -2.54040935868535
"H2AZ1" 0.223990304865209 6.04608387797058 2.9868788902696 0.00541730581973127 0.0443540748771868 -2.54122521483542
"AAK1" -0.29628088616534 7.64650695355836 -2.98718148113402 0.0054131444710246 0.0443540748771868 -2.54375032184682
"C1orf43" 0.210089885575282 6.39360907783938 2.98883014919124 0.00539052439741367 0.0442653646896254 -2.54415313450937
"SHISAL2A" -0.600360311299658 2.68568121655146 -2.82452567181785 0.0081428552222643 0.0557610620098377 -2.54481600376552
"GJD3.AS1" 0.445965852538311 1.88549851811455 2.80006576741513 0.00865110025755224 0.0578309377761089 -2.54889237316457
"GSAP" -0.28101665963983 6.58906107649226 -2.9869784004308 0.0054159369830516 0.0443540748771868 -2.54891331325471
"FCMR" -0.518425719997457 6.53580852349568 -2.98459721693049 0.00544878184622731 0.0445575835857922 -2.5521517319767
"CYP4F22" 0.985860918728494 2.7559227030275 2.83366254208685 0.0079602896074139 0.0550221190214682 -2.55438608133408
"GPRASP1" -0.87636579769145 4.24085025804267 -2.90213984215815 0.00670946045708838 0.049772204451958 -2.55534827771316
"ATP6V1A" 0.357933807999197 5.43113514703955 2.96757769246358 0.00568908306963245 0.0454202217719065 -2.55629536714941
"WDFY3" 0.479680753622674 5.89470591307719 2.97782418905448 0.00554323848388132 0.0448418668643129 -2.55744288179561
"TAMM41" -0.373147928902582 3.02008805572651 -2.83667203920135 0.00790100178200224 0.0548172668963977 -2.55773190498028
"ARPC1B" 0.295676863952291 3.7349953027757 2.88614885087335 0.00698381305144506 0.050772579224809 -2.55803879351378
"HAT1" 0.247356827114865 4.27419496519782 2.91721714692654 0.00646010687067822 0.0488631046947002 -2.55824597115213
"PRKACB" -0.36412143284264 5.49113603450669 -2.9644320439333 0.00573457950753449 0.0455674943078482 -2.5582894194171
"DDB1" 0.202708375566131 7.25360568337595 2.98202776733072 0.0054844348035623 0.0446589875454598 -2.56013035885913
"ITFG1" 0.220022880694824 4.82670081778801 2.94307151831111 0.00605273328375685 0.0470173481927592 -2.56184119119008
"SLC35F6" 0.319260854223362 5.06709755882675 2.95291623107178 0.00590408528038305 0.0463830603772664 -2.5625869678599
"VWA8" -0.213014647665872 4.84933188366735 -2.93862841763986 0.00612097131812451 0.0472372341513902 -2.56655272105964
"TIAM2" 0.482776304665779 2.39335863546538 2.80884143732392 0.00846542868170206 0.0572020249075982 -2.56710517803189
"JAK2" 0.401017516759736 6.42888530170157 2.97909977668046 0.00552533164358945 0.0448418668643129 -2.56739484548866
"KANSL2" -0.261448733829849 5.80310175265155 -2.9695077562096 0.00566133703699058 0.0452906962959246 -2.56765164166694
"FEZ2" 0.292059032433243 4.16049663787313 2.90621620218886 0.00664116458514356 0.0495963348879119 -2.56952820665482
"RGS19" 0.389380143512014 6.74339706084058 2.97866918340521 0.0055313702365446 0.0448418668643129 -2.5703379111827
"S100A12" 0.775729286057463 6.50263550651751 2.97775617216462 0.00554419485148332 0.0448418668643129 -2.57041834351302
"EHMT2" -0.210841269992764 5.95508365579917 -2.97096341418562 0.00564049556048542 0.0452159916038369 -2.57173414882548
"NLGN3" -0.411667942518223 2.45454187673796 -2.8029222080577 0.00859025039339855 0.0575873977481272 -2.57398773355139
"PDE6B" -0.419879837291816 2.61169590686674 -2.80863740418997 0.00846970280602666 0.0572020249075982 -2.57572432082047
"PAFAH1B3" 0.280431503492717 3.06279630469786 2.83439350630256 0.00794585117779784 0.054986782328986 -2.58210683821797
"SCAND1" 0.180301998882935 5.77686784666074 2.96452389453803 0.0057332461874042 0.0455674943078482 -2.58237798945206
"CEP70" -0.543909855838343 1.53262249923444 -2.77279959448261 0.00925259890776715 0.0599816637275372 -2.58315994815014
"LINC01278" -0.317202977431912 4.71625646059597 -2.92356619203491 0.00635773945971757 0.0484618382087845 -2.58499409955309
"IQCH.AS1" -0.389161348154582 1.98820343475723 -2.78134231545598 0.0090600608596542 0.059485655711048 -2.58669925354777
"RBM12" -0.276290429936186 5.81720945773352 -2.96074953735823 0.00578827737304581 0.0458089709952726 -2.58802704320481
"PTCD2" -0.373331267151659 2.42621926345912 -2.79535269231695 0.00875238455050483 0.0582341467825947 -2.58816220147792
"ACTR2" 0.253984802122211 8.61649414475786 2.95985248551157 0.0058014298258577 0.0458728701871862 -2.58844464594613
"PITPNM1" 0.202433064130616 7.89335157058773 2.9657548696698 0.00571540536736365 0.0455378784405083 -2.58933700357482
"MAP3K14.AS1" -0.666969804598247 1.47159158591032 -2.76870406315122 0.00934625553445019 0.0603016813826333 -2.58945379103723
"CDK13" -0.222173486487387 6.88765748840387 -2.97011099183837 0.00565269135792414 0.0452522311559005 -2.5898406873409
"ICE2" -0.280715246164281 4.63581086437305 -2.91780478766142 0.00645056733354708 0.0488479558816242 -2.58988188801887
"CD14" 0.51452570298655 8.77190974226683 2.95626750524485 0.00585427464637648 0.0461454589773205 -2.59235170094624
"IGFBP7" 0.461578054839352 4.14769427139522 2.89623853402123 0.00680950435840084 0.0503748633603046 -2.59262625170542
"HDHD3" -0.405602762925436 2.47314974545374 -2.79496330654716 0.00876080193286322 0.0582341467825947 -2.5928034390664
"TMBIM1" 0.283835072256418 7.16750682141377 2.96817990445391 0.00568041208533523 0.045381720399914 -2.59306006001803
"SIRT1" -0.266324754283137 5.33024487268068 -2.94441773156328 0.00603219998507455 0.047013682897554 -2.5953344499759
"AMOTL1" 0.99038911442986 1.60076237275285 2.771570035174 0.00928062390872882 0.0600642794356368 -2.59559120240456
"NFE2" 1.03267800072794 5.18380751605504 2.94295530112188 0.00605450899146282 0.0470173481927592 -2.59627248679169
"MOB1A" 0.176786116961575 8.03028779086532 2.96147204011232 0.00577770461707785 0.0457560059399476 -2.59696585771523
"KLHDC8B" 0.614524290308065 1.74638704483829 2.77288537677734 0.00925064665128956 0.0599816637275372 -2.59819110019972
"TPRG1" -0.680583523236483 1.97532610518126 -2.7738084028498 0.00922966452746959 0.0599816637275372 -2.59838967679683
"ZNF570" -0.358697231649981 2.92487062118209 -2.81296817292093 0.00837941361633764 0.0569471786665448 -2.59875680858176
"IFITM3P6" -0.497317497062093 2.61052862519368 -2.79695080172864 0.00871791733134367 0.0580863510002764 -2.59965964267213
"TXN2" 0.209914943720125 5.40058611148443 2.94716377822915 0.00599051918038089 0.0468747194260461 -2.6003999651784
"FAM153A" -1.32023080793898 1.77186412652149 -2.76593638857919 0.00941004764849372 0.0605694770038417 -2.6006997911375
"ZNF529" -0.348464388571509 3.82452874656308 -2.86565200283697 0.00735091952639083 0.0524709703723975 -2.60080081061239
"BRWD1" -0.280826123206986 6.3878846314752 -2.96324780327728 0.00575179641669755 0.0456427773816218 -2.60145196728042
"MDN1" -0.287558433911205 6.85712078965876 -2.96445861397745 0.00573419378181887 0.0455674943078482 -2.60276218720543
"TNFSF10" 0.75153144821764 4.91028281867205 2.92795451386292 0.0062878811620634 0.048115960196659 -2.60757281529164
"LDLRAD3" 0.826665851000953 3.69665440444053 2.86347917585208 0.00739088165503067 0.0526287901425856 -2.60805494597031
"ACOT9" 0.28281288150577 5.83789030741445 2.95457350562674 0.00587940308517575 0.0462599366624528 -2.60879760872985
"ARPC4" 0.265060753984282 6.72288082944798 2.96191307355354 0.00577125971555806 0.0457356818318956 -2.60940461643709
"CMTM5" 1.00691016527897 2.31842776664968 2.7874333307868 0.00892507555226017 0.0591261184900292 -2.60960901912087
"FAM131A" 0.304615358491687 3.90057332939384 2.87309677503708 0.00721553159679841 0.0518814320667359 -2.60970707877568
"SNORD89" 0.527505080950147 1.64375001160639 2.76328311839362 0.00947158466405568 0.0607692399517145 -2.61271938044761
"EXOG" -0.274940269398389 3.93378639068823 -2.86680306461557 0.00732983183540535 0.0524072716573188 -2.61505097555795
"ZKSCAN2" -0.330232606080656 3.02860154889296 -2.81178234897616 0.00840404595866157 0.0569870672481525 -2.61520916132849
"GPX1" 0.49417235741681 8.33726153289014 2.95044550462278 0.00594106412048987 0.0466114624809159 -2.61559494952427
"DNAJC7" 0.222559364965923 6.23937992178412 2.95674221295377 0.00584725114315389 0.0461209267425222 -2.61627970425233
"KLF16" 0.331258120337264 6.09314360263673 2.95472459749141 0.00587715768968793 0.0462599366624528 -2.61763584851651
"ZNF37A" -0.340009100399248 4.37149146030752 -2.89025386140293 0.00691239452817553 0.0506354311539202 -2.61815892538393
"NUDCD3" -0.247296854810444 5.76191414509524 -2.94677352425073 0.00599642602601644 0.0468898247339428 -2.61819629044998
"RAB34" 0.422604171729146 4.80559115209011 2.91842637599565 0.00644049115334099 0.0488400460965897 -2.6183627390163
"CUBN" -0.824259679478326 3.19134449773919 -2.81220267765894 0.00839530699463317 0.0569605639129542 -2.61888461560014
"BRCA2" 0.447596488114272 2.64615769591858 2.79507679859443 0.00875834778434293 0.0582341467825947 -2.619321846957
"TARBP1" -0.410729856085593 5.64863965801659 -2.94203712569219 0.00606855528743042 0.0470173481927592 -2.62023113344302
"ZNF510" -0.309770074233666 3.15419695950013 -2.81571592760191 0.00832259608314872 0.0567523204145355 -2.62155582651217
"RSAD1" -0.287789832825196 5.3003360717564 -2.93148490654561 0.00623220638160554 0.0479075473610772 -2.62232834327311
"ZNF783" -0.251589989311205 5.38699069033164 -2.93244132591761 0.00621720374149338 0.0478233962946445 -2.62746269705657
"LYN" 0.412110416558201 8.63971216095663 2.94229148424712 0.00606466102062515 0.0470173481927592 -2.62806889803066
"TBRG1" -0.151234691691968 6.71831887674995 -2.95307160064086 0.0059017671740423 0.0463830603772664 -2.62927775736019
"ZNF175" -0.535146919850702 1.64138953382494 -2.75107676106061 0.00975955938050823 0.0617076269249078 -2.63038657085886
"CALHM6" 0.653694230707619 2.89944541372353 2.80416721041464 0.00856385412151445 0.0575304108701049 -2.63270384152804
"CAPNS1" 0.256758427263208 8.39060899657393 2.94276936726447 0.0060573509377303 0.0470173481927592 -2.6329557809445
"C12orf57" -0.423919305299192 4.94235588280165 -2.91086657581038 0.00656405132043086 0.049270078402623 -2.63469177561582
"PDHB" 0.222381502093058 4.83817525019569 2.91121379098968 0.00655832771138468 0.0492584715749351 -2.63614897841415
"MBNL2" -0.248754714001699 4.98569614960564 -2.91304307755076 0.00652825071119259 0.0491720990489626 -2.6382671020928
"PCSK7" -0.287423449356915 8.46999367673141 -2.93925290582739 0.0061113366547899 0.0471937667539506 -2.64066161848229
"FAM120C" -0.306346431107205 3.19762626732734 -2.80938952034805 0.00845395733812766 0.0571939557838218 -2.641127659304
"TOP1MT" -0.662094803221922 4.65087224834855 -2.88964886471738 0.0069228768388216 0.0506354311539202 -2.64185418068872
"SNAPC4" -0.165960356569827 5.05197008749721 -2.91464342300226 0.00650204457308601 0.0491116143761169 -2.64284826616899
"LAPTM5" 0.235659446238788 10.6683916454603 2.91433575263768 0.00650707505870258 0.0491116143761169 -2.6433752906069
"RPL17P28" -0.45087344112158 1.46580420950121 -2.74179782661726 0.00998391687499789 0.0625227550663702 -2.64350337790119
"NDUFAF3" 0.341831452970756 4.88175051068649 2.90965344474329 0.00658408593640701 0.049296742036773 -2.64483280731054
"POGZ" -0.202387898447111 6.76779171648496 -2.946016771717 0.00600789582626605 0.0469098025080605 -2.64567034975763
"MSTO2P" -0.455448036940524 2.6740327052015 -2.77406509699134 0.00922383729785568 0.0599816637275372 -2.65348928698847
"DNAJC5" 0.232913697026003 6.9413866221457 2.94270327058927 0.00605836150991053 0.0470173481927592 -2.65373009633261
"PDCL3" 0.223551954297043 4.2179249328756 2.87151513363847 0.00724409714016863 0.0519570350181844 -2.65444802749097
"SNF8" 0.188182682547758 5.65449087841353 2.92955752921517 0.00626254350679509 0.0480243036192366 -2.65686599749325
"LY9" -0.476407141433593 5.00611435696832 -2.90255488404147 0.00670247666603466 0.049772204451958 -2.65813338938243
"CTIF" 0.364233671317768 4.60917406450775 2.89147161003201 0.00689134081081823 0.0506354311539202 -2.65834267523083
"ZNF283" -0.605962298863631 1.1033394169331 -2.73014481050526 0.0102724960324349 0.0634537837687128 -2.65874582215008
"TRMT11" -0.350761704143384 3.15492357614786 -2.7984761651959 0.00868513762448697 0.0580255766957226 -2.65880570077015
"IGKV2.30" 1.66450983856599 2.32793086749353 2.76530877331212 0.00942457003595385 0.0606148988538313 -2.6593528314118
"NVL" -0.255171409991521 4.25691537094947 -2.86638133786826 0.00733755134890038 0.0524072716573188 -2.66010414496091
"IGLC2" 1.54254205268799 5.88995677453503 2.92922712422174 0.00626775807920668 0.0480243036192366 -2.66111904896375
"SUSD1" 0.267251701044478 6.16689208719573 2.93639319645305 0.00615557409223509 0.0474732045098994 -2.6618701579543
"SHISA5" 0.308955067689411 7.64568866042335 2.93525794688969 0.00617321912477126 0.0475781698818972 -2.66366801823135
"ABCA5" -0.56131995058814 4.82431303614527 -2.88973362184868 0.00692140741692815 0.0506354311539202 -2.66620665884804
"VRK2" 0.306769733094119 4.7247500393064 2.89246985201358 0.00687412718283762 0.0506354311539202 -2.66822577300466
"MAGED1" -0.236980941709552 4.90321405508971 -2.89586407218178 0.00681589969881888 0.0503748633603046 -2.66901097063949
"NME1" 0.443519471639844 1.7297100476664 2.73705503930866 0.0101004438919022 0.0631184071930638 -2.66901405823923
"SLC2A3" 0.413068259754494 9.80546049367998 2.91142261527918 0.0065548876478273 0.0492584715749351 -2.67060872008134
"SNORD104" -0.568753610579198 2.03203482092678 -2.7403814807224 0.0100185834840871 0.0626732819333451 -2.67094568560345
"CHP1" 0.264632826873887 6.84364086913427 2.93482034423543 0.00618003345607698 0.0475995783893271 -2.67221231043404
"ZNF148" -0.243928779205612 5.25222230397287 -2.90751534825326 0.00661953646979748 0.0494975104957844 -2.67400930956532
"LINC00996" -0.763481638901866 1.25540099520077 -2.72258121364597 0.0104639463657841 0.0641658115160303 -2.67562118830032
"SRC" 0.545513431363535 6.23546743085447 2.93088917277155 0.00624156846458531 0.0479401239655494 -2.67597107323416
"LZTFL1" -0.35816415543869 2.86804621762948 -2.77314187333561 0.00924481153079454 0.0599816637275372 -2.67734022673196
"CASP9" 0.367516768647246 4.25396875022925 2.86428104613446 0.0073761101333062 0.0526189296382013 -2.67769390465189
"ZNF273" -0.544597955772075 2.07802140720146 -2.73831180725634 0.0100694430166411 0.062958044566401 -2.67849371290539
"UNC119B" -0.257425692960548 4.27039126241515 -2.85811937842523 0.00749033239962938 0.0529215096803054 -2.68099632307265
"HSPBP1" 0.23377334750314 4.20634686465603 2.85887712506067 0.00747619654529086 0.052875657327543 -2.68112688285942
"ZNF526" -0.337179434600706 2.64247962463077 -2.75997560655287 0.00954882195722965 0.0610326210728708 -2.68261221890533
"CROCC" -0.263375502593711 6.11471323764354 -2.92485312001632 0.00633717721420116 0.0483676334691651 -2.68389796898534
"PRDX2" 0.627750409072208 5.81050417668264 2.92113375562091 0.00639677628211575 0.0486336466271496 -2.68518521385157
"IFNGR1" 0.45113447215221 7.05114612311145 2.92838800962094 0.00628101970208137 0.0480946651473659 -2.68583924112724
"DISP1" -0.612962092609728 1.45626289425501 -2.71974744986624 0.0105365273651209 0.0644767673531425 -2.68638731893484
"RNF13" 0.390486672197487 5.40024078717253 2.9097404485108 0.00658264717129557 0.049296742036773 -2.68773278368162
"IGLV1.44" 1.45619296352734 3.30585531523989 2.80142946844654 0.00862199958281313 0.0577401349599 -2.69032894257791
"STRN4" 0.205895845000361 7.20501988023787 2.92587130957603 0.00632095325299722 0.0482750523052741 -2.69084433382037
"IMPDH1" 0.351390364237968 7.35124646153315 2.92372409995162 0.00635521306148589 0.0484618382087845 -2.69407817600074
"TSC1" -0.185613255083017 6.3592818232476 -2.92310617536891 0.00636510474994535 0.0484866377334338 -2.69460716854243
"TMEM127" 0.249839234785447 7.52961268161878 2.92230558427196 0.00637794213431045 0.0485530623936661 -2.69529844432908
"CMAS" 0.363034932207936 3.87097100441477 2.83214167402256 0.00799040959420189 0.055109388238494 -2.69766151759108
"LSM11" -0.399246133803665 1.96166237026581 -2.72594832931098 0.0103783105445974 0.0638070562206138 -2.69777052679882
"KCNMB1" 0.483116755828249 3.76942305230453 2.82529916278274 0.0081272491077141 0.0556865319454763 -2.70005438370758
"GABARAP" 0.34150674236075 5.83852080398698 2.91506453043063 0.00649516530372821 0.0490967879881814 -2.70017877115169
"SP140L" -0.192080889950727 6.3789522884053 -2.92046600395878 0.00640753211769686 0.0486840326880679 -2.70102036857756
"REV1" -0.190891612801801 5.426267350215 -2.90206150237732 0.00671077942670179 0.049772204451958 -2.70109529677164
"TBXAS1" 0.499032697641272 6.8207172133208 2.92179343165953 0.00638616723777104 0.048584312301804 -2.70193355756119
"ATP1B3" 0.241749348899987 6.26915962118634 2.91977951311243 0.006418607564837 0.0487359112796998 -2.7023472619397
"ACTR1A" 0.219245564443965 6.27802131767958 2.91953071217254 0.00642262602854931 0.0487359112796998 -2.70305649719088
"KIAA2026" -0.227084726323379 6.286441841927 -2.91759560477642 0.00645396160647646 0.0488479558816242 -2.70556921430395
"AKAP1" -0.302198982205341 4.56496671244637 -2.86257668184943 0.00740754004783556 0.0526520266691242 -2.7057683019588
"ABTB3" -0.478563481904628 4.29740585025732 -2.84452118740814 0.00774831543198812 0.0541610464680764 -2.70730224733387
"CDK5RAP1" -0.181840779899294 5.68765022241406 -2.90558155046464 0.00665175441646083 0.049643979796776 -2.70994839522915
"ZNF551" -0.495333143619716 3.15958007595809 -2.77313876030377 0.00924488232949738 0.0599816637275372 -2.71063813181291
"MAP1S" 0.52234502993139 6.08227497311723 2.91418011267221 0.00650962120673938 0.0491116143761169 -2.71090368170879
"ZNF343" -0.339017894236558 2.68498005998106 -2.74785948202574 0.00983681218889938 0.0618643676434675 -2.71185254375682
"UBAP1L" -0.389716905005866 3.86326398984509 -2.81767506226313 0.00828230619183463 0.0565845623488493 -2.71253038209093
"HCG18" -0.349624056934967 4.93310154356436 -2.87658745590054 0.00715286184303144 0.0516829331207272 -2.71364554562849
"ARHGAP12" -0.299835256429763 4.91033926220739 -2.8746954456879 0.00718676613969076 0.0518009451829055 -2.71660665146065
"SLC25A38" -0.298539842077204 5.27948205554634 -2.88863179329876 0.00694053256861548 0.0506629656989303 -2.71815715941446
"KLHL2" 0.340228808876303 5.23516499683521 2.89073150807687 0.00690412926603354 0.0506354311539202 -2.71887131673378
"SLC2A6" 0.537098187149947 6.49086752852503 2.91370512526456 0.00651739743430303 0.0491388430596556 -2.71933965952346
"RIOX1" -0.415086726973531 3.66561391828008 -2.80116088789376 0.0086277236939742 0.0577401349599 -2.71963207288421
"GGT7" -0.423900873989036 4.18470961560887 -2.83111496145593 0.00801080350590988 0.0552094651909347 -2.72542855038876
"SLC25A26" -0.29024779846398 4.23136264079198 -2.83517853188618 0.00793037226160013 0.0549441537654458 -2.72549156400769
"ZNF682" -0.558287875516801 1.57479557244113 -2.7017252712689 0.0110092173375014 0.0659993344401712 -2.72602734716796
"DDX31" -0.342816657955999 3.10324334904006 -2.76326512300857 0.00947200330997721 0.0607692399517145 -2.72766581234077
"CCDC78" -0.450248739775798 1.85871212259992 -2.70776933137785 0.0108485348217724 0.0654609101827918 -2.72823376400159
"LTO1" -0.270664366038791 4.09228138651622 -2.82603111126809 0.00811250699453977 0.0556501934145509 -2.72836958289866
"TOMM40L" 0.428752466533984 5.32643288843986 2.88945137844116 0.00692630176825588 0.0506354311539202 -2.72924519734963
"BRCA1" 0.566286006916823 2.36041885431482 2.72957652624353 0.0102867662268549 0.0635086635324992 -2.73036002397207
"UBE2G2" -0.163111000887359 7.38470437483761 -2.90800306520563 0.00661143412555414 0.0494682939140447 -2.73040220019679
"LMO2" 0.583972162419012 5.99224991076127 2.90399111255614 0.00667836245359127 0.049772204451958 -2.73146377367045
"LYPLA2" 0.224947266873414 5.72145814318192 2.8987217578292 0.00676723672689538 0.0501419027666084 -2.7315862405247
"CSRP1" 0.18554562971846 5.94902512017833 2.90249480058341 0.00670348724926954 0.049772204451958 -2.73306961402449
"ARMH3" 0.147301140729039 5.52371084495452 2.89123086291129 0.00689549830786319 0.0506354311539202 -2.73644228353593
"KLRC2" -1.23108894319914 1.27645483699888 -2.6885299663999 0.0113677444846917 0.0671480862094147 -2.74189768116782
"ALG14" 0.503647098366802 1.08635074985206 2.68818128886616 0.0113773639964731 0.0671480862094147 -2.74245923460628
"ATOX1" 0.265833939010479 4.33488560140927 2.83927773280773 0.00785000390673253 0.0546143252672835 -2.74247285625864
"RAB31" 0.404245542860376 6.76808558886911 2.90329741629694 0.00668999936361427 0.049772204451958 -2.74476452846685
"ARMCX4" -0.550948103208728 2.92084320911759 -2.74206308468405 0.00997743685239471 0.0625153747946007 -2.74497926534107
"PALS2" -0.493457012069272 2.82158929186908 -2.73612123175128 0.0101235358881643 0.0631622937530334 -2.74817500002566
"TOMM20P2" -0.497446479046122 1.88170227640535 -2.69644091859811 0.0111515152627726 0.0665076971318673 -2.75193098794213
"MPHOSPH10" -0.333750771197638 4.74136879413788 -2.85005644658727 0.00764231035056936 0.0537171998369779 -2.75355707159837
"CARD11" -0.428861779455073 7.70443232130504 -2.89573460478236 0.00681811215532225 0.0503748633603046 -2.75450207919298
"CPT1A" 0.369614969507268 7.03543183675403 2.89858859480526 0.00676949704922325 0.0501419027666084 -2.75472191752739
"FSTL3" 0.668277917109631 3.10255360082785 2.75877399163787 0.0095770275868866 0.0611105569829907 -2.75560432409516
"GPR174" -0.436776775277044 5.55618559189138 -2.87968337592927 0.00709770805122268 0.0514420241794824 -2.75609268998753
"MAN1C1" -0.594041115176287 3.74942082593297 -2.78709123374561 0.00893260674657273 0.0591427842535573 -2.75693920729863
"AKT1" 0.146270402440186 7.71102888888135 2.89431650987841 0.00684239014549655 0.0504915297845402 -2.7572027678439
"ZNF28" -0.51764791352575 2.13756212412309 -2.70063933739318 0.0110383208466222 0.0660395126450376 -2.75977414437832
"MYO10" 0.858622586147122 1.57198508228438 2.68892690599923 0.011356802699686 0.0671275275361894 -2.76022903971384
"TCEA3" -0.895324586552315 1.68051118640032 -2.68505980492698 0.0114638191260976 0.0674894434023681 -2.76150752571535
"PSMB9" 0.35269894802909 6.66151504225759 2.89548917885029 0.00682230807211724 0.0503748633603046 -2.76255737556231
"MTO1" -0.241641041647355 4.68722994457948 -2.84427614877815 0.00775303989468394 0.0541610464680764 -2.7632304140014
