"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"SMC5" -0.133564627174946 6.31993801387948 -1.85012126222103 0.0736921620735006 0.202680167726308 -4.85938513873635
"BMP2K" 0.279841329602078 5.51936804435447 1.82916619452354 0.0768515799208709 0.20775649482506 -4.85954236274492
"PIGBOS1" 0.287266719907585 1.49911260266625 1.39623310265413 0.172402740037102 0.344630125532718 -4.86054841657428
"IGHV3.23" 0.999486937415516 4.26697688805678 1.74242247586251 0.0911874216812878 0.229124670033187 -4.86055436596383
"WBP2" 0.330224515366855 7.55968954042208 1.8484226238345 0.0739440571635991 0.203156645403812 -4.8607565558716
"TRMT112" 0.124734861946727 5.44364670612651 1.823898871949 0.0776637051671885 0.208914211349147 -4.86112955067582
"LRRC37BP1" -0.2151475075728 2.20931587465161 -1.47072279374699 0.151281443058227 0.315345726806189 -4.86142677982046
"KARS1" 0.0952093773562197 6.89633438685425 1.85169115545521 0.073460013068033 0.202250869506945 -4.86249290278707
"MKNK1" 0.157496305334036 6.13053367842698 1.84630001966497 0.0742598595697417 0.203438547238917 -4.86253146772111
"WARS2.AS1" -0.274141190078876 1.96379867467276 -1.43833172036012 0.16019783127455 0.32761929004327 -4.86344879967504
"BTN3A1" -0.22736602126197 8.23944804962819 -1.83929886799666 0.0753096955224349 0.20537741202603 -4.86402398302468
"CHIC1" -0.285830402552413 2.96401995185751 -1.56327768000432 0.127975018830614 0.283129722711182 -4.86519722331674
"PTK2B" 0.12419461432606 8.26332569050509 1.8375453611369 0.0755746170761741 0.205861835195714 -4.86566238908993
"KCTD21" 0.218810349491393 2.0422298358451 1.4545096534767 0.155693717626984 0.32102471030904 -4.86567815680477
"MCM3" 0.260504818014179 4.86246643209564 1.78773959414074 0.0834388143845515 0.218113611000362 -4.86582174152101
"MOAP1" -0.187256015920997 6.66299442822813 -1.84856808000087 0.0739224582855901 0.203156645403812 -4.86656810294296
"SGMS2" 0.387961500327529 3.28839380635773 1.62158894843696 0.114855544266116 0.264268600582641 -4.86658378006704
"ERBIN" -0.131140002054583 7.27346036556528 -1.84750228413847 0.0740808443449052 0.203295628697957 -4.86676679447365
"CTBS" 0.181403903478682 4.43655889645462 1.75100854275537 0.089674395076559 0.226965218480104 -4.86775045322194
"LINC01619" -0.407428189624964 2.6126473553393 -1.51082583827226 0.140796225338203 0.299741666219189 -4.86859022554931
"PPP1R26" 0.263955852423464 2.84040836723775 1.55681929837301 0.129500466908291 0.285433552482723 -4.86875173067844
"ZSCAN21" -0.219811890907585 1.90764566041571 -1.4277584986947 0.163196902101332 0.331652197776859 -4.86897361445519
"CNTRL" -0.151458587314875 7.02006584613064 -1.8469916631215 0.0741568297774226 0.203409475863077 -4.86968570627734
"TUBB2A" 0.680310633277249 4.33502605042565 1.74256460797904 0.0911622013002158 0.229124670033187 -4.86980810982457
"RPL13" -0.217974513656813 10.545010598458 -1.79697009882419 0.0819309488128385 0.21565396169665 -4.86995763970826
"PHLPP2" -0.190351466721352 4.39093821847275 -1.73874940707784 0.0918412245766776 0.230148590567334 -4.87037029770817
"PHF7" -0.144994013247975 3.16943983784836 -1.59125264453298 0.121535726471825 0.273606202091593 -4.87043678297188
"NCOR2" 0.117209672971958 8.73752145835724 1.8272700718911 0.0771430880310992 0.208146372636659 -4.87078876632078
"ZNF185" 0.311944602764281 5.4488608850837 1.81922462399748 0.0783905125243286 0.210300355077088 -4.8709663499275
"SPON2" -0.522323354807294 7.02640435912647 -1.84501578316997 0.0744514893867675 0.203838393974637 -4.8718637420072
"DAG1" 0.177923062667976 4.46645451190212 1.75069476190112 0.0897293139788689 0.226965218480104 -4.87207764073702
"NOL8" -0.14423132914337 5.68370585229497 -1.82448957774378 0.0775722658676232 0.208842958701144 -4.87380791865763
"HP1BP3" -0.118971082545484 7.33206626559936 -1.84179969434703 0.0749332429957909 0.204824478768281 -4.87562840140204
"PIGG" -0.166959985508266 5.68400408316935 -1.82320389557172 0.0777714029836239 0.208997352776411 -4.87612349274938
"SETDB2" -0.167851351875354 4.64044944335793 -1.7582444464275 0.088415792112274 0.225525381472503 -4.87687138761907
"SEC31B" -0.162121302530327 6.26070779594698 -1.83868781478304 0.0754019237208614 0.205581383703213 -4.87687452089045
"ETHE1" 0.193627116829648 4.45860193441539 1.74685068898785 0.0904044218504935 0.227827815996344 -4.87733625900418
"CHM" -0.157597496826623 3.44890944665941 -1.62565152156737 0.113984366590844 0.262879455733921 -4.87765089873355
"GPR135" -0.346148384528664 1.02249245573775 -1.32264152374286 0.195473323469058 0.373101558813067 -4.87789539142971
"HNRNPM" 0.110362941091182 8.27321168078204 1.83008536479289 0.0767106065075783 0.20775649482506 -4.87789859413736
"RALGAPB" -0.106666891925957 6.67514353240801 -1.8418467522069 0.0749261747817865 0.204824478768281 -4.87821796458845
"CEP89" -0.207060541784845 2.78659215922222 -1.53396782428167 0.135017063150803 0.292788469248746 -4.87861172617497
"GAS2L1" 0.287511373462432 4.91650578952555 1.78373964707806 0.0840995121826261 0.21916054091879 -4.87878763701568
"IDNK" -0.175567131245411 2.71647527838163 -1.52367144810804 0.137564186142348 0.296377053693451 -4.87917012712479
"NRDE2" -0.149035493484694 5.29556155093763 -1.8029552627481 0.0809656603229414 0.214068848997337 -4.87929872373263
"FAS" 0.179205857484337 4.96332060438178 1.78570501502497 0.0837743267754958 0.218651363730998 -4.8793266377475
"HTATIP2" 0.195510053401533 4.60525901806813 1.75824208337057 0.0884162006909246 0.225525381472503 -4.87962460601079
"MOB3C" 0.160598558731767 4.57230924163355 1.75490265664896 0.0889951920807976 0.226230910105392 -4.88035023609906
"MAP3K20" 0.193914306737358 4.90779224889685 1.78107255655951 0.0845425149066175 0.219974698980325 -4.88053296639452
"FGFR1OP2" 0.27814928666414 5.31365513025019 1.80558755374519 0.0805441970690144 0.213721235787088 -4.88139301314889
"SPNS1" -0.190866620454423 2.95154375872802 -1.5518531689219 0.130683487263598 0.287342845760273 -4.88297277550597
"SLC25A14" -0.132205444749919 3.03257880227634 -1.56497951175638 0.12757549858852 0.28256391422912 -4.8831497088249
"ATAD1" -0.166884246950353 4.34446284784276 -1.72598157237776 0.0941446686265784 0.233372699694053 -4.88326375915775
"SHPRH" -0.176532073615217 4.68478780127829 -1.7576291508565 0.0885222321805039 0.225563236044495 -4.88358855378684
"TAP2" 0.208375371406639 6.57026174083582 1.83855225877943 0.0754223967076934 0.205589667586019 -4.88372537194553
"NOSIP" -0.25543846789128 5.80374671520927 -1.82253489471838 0.0778751958500814 0.209180936096619 -4.88379888966626
"CDK9" 0.126659527245334 7.10072793289384 1.83821522567241 0.0754733193368886 0.20568092942468 -4.8839069529507
"HLA.J" -0.468779053119732 1.70785567825203 -1.38738111742542 0.175059569254358 0.347701270110728 -4.88409988003395
"PHF10" -0.179500727843005 6.16398865910344 -1.83257729986743 0.0763295286295877 0.207247939580957 -4.88416808410659
"FRG1" 0.17582376661763 4.81680365189931 1.77213930946971 0.0860407608913371 0.222257213838302 -4.88422727560715
"CDC42EP3.AS1" -0.313308076675428 1.22291704300881 -1.33582830943654 0.191173101131114 0.367511119748631 -4.88426297500446
"CENPX" 0.134037285865722 3.8394624246706 1.6751679929512 0.103798027150497 0.248525144397697 -4.88448164555248
"DNAJB5" 0.305225459968363 1.74909657302761 1.40512490131149 0.169765889402845 0.341210050765016 -4.8849768367407
"ZNF341" 0.201080369087012 3.27341868691726 1.60415493286379 0.118656621198662 0.269439414052497 -4.88500510905981
"SMIM26" -0.178251372372894 2.49932296631538 -1.49011270748069 0.146136374490035 0.307996448254957 -4.88516761950499
"MRPS28" 0.220915811978745 1.34721690838489 1.3561036369865 0.184704137653647 0.359411087658714 -4.88544594036208
"NOC3L" -0.185708908407308 2.64216383723485 -1.50845581217542 0.141399174707849 0.300591142627538 -4.88570314463033
"NIPBL.DT" -0.221018917665874 3.54899331608815 -1.62960532277418 0.113141756479643 0.261943453113416 -4.88593006340862
"BTN3A3" -0.352776106574286 6.51997557933595 -1.83533585582483 0.0759095659110551 0.206440406186154 -4.88615955805578
"ICE1" -0.135626739440486 6.27761679700233 -1.83311540076571 0.0762474525663197 0.207072768462009 -4.88683303868694
"EOMES" -0.445426255581721 4.02858529524148 -1.68077053977969 0.102694733806908 0.246817589053625 -4.88688653595285
"F11R" -0.249785967756354 3.76923477308189 -1.65665540213089 0.107514057697005 0.254208918120079 -4.88719067196916
"ERI1" 0.251290848658166 3.20550768975216 1.59332664480083 0.121069093406828 0.273024813435326 -4.88732932924949
"HOXB.AS1" -0.427057690181218 1.70610178894009 -1.38614033470069 0.175434522782634 0.347949075500659 -4.88739135395318
"THTPA" -0.173297619904156 2.85051622127269 -1.53561190799706 0.134613907108167 0.292409753322547 -4.88748346469415
"NRIP1" 0.288486736655445 5.81510234509275 1.82374644775317 0.077687314854648 0.208914211349147 -4.88775437686491
"RNF38" -0.142351771643923 6.42525156742791 -1.83430077272074 0.0760669148933806 0.206677663691877 -4.88785746266955
"NNT.AS1" -0.260357109907175 1.51312976402127 -1.36449180984912 0.182078004748032 0.356004614821553 -4.8881284459312
"RNPEPL1" 0.114933862082442 8.24607678545839 1.82412332371244 0.0776289499464089 0.208909521375857 -4.88843468114343
"RBM48" -0.187504863013067 4.35932102890763 -1.72376106716987 0.0945501852967465 0.234196181546417 -4.88859311464707
"ABCE1" -0.198199464532399 4.84317371811186 -1.7659064317995 0.0870993764020339 0.224105574194367 -4.88862289550772
"ARL8B" 0.166339030744957 5.84240171966284 1.82348762697958 0.0777274188318621 0.208974401018084 -4.88877969490672
"QSER1" -0.150187369536682 4.50567618279946 -1.73870496073269 0.0918491600952276 0.230148590567334 -4.8888264116526
"GRB10" 0.36254437663013 2.72665813154111 1.52657131527775 0.136842917098143 0.295366011922086 -4.88925057395629
"TMEM260" -0.241900004544987 3.66413562495469 -1.64229569617946 0.110471950112176 0.258415697387941 -4.88938450811939
"ACSM3" -0.242647183161957 1.89271209129357 -1.4083147718491 0.168827697137054 0.340019847077736 -4.88997737857833
"NT5M" 0.36426101120313 2.50839754419311 1.49559992543644 0.144706106667103 0.305473399537858 -4.89050705308293
"MED11" 0.194400004628271 2.84338272243186 1.53978002420013 0.133596186955782 0.291354740917886 -4.89101692441745
"NCF4" 0.338089359710938 6.06312565122972 1.82817988789481 0.077003096137817 0.207927755817984 -4.89110209442438
"EXO5" -0.216691888232391 2.82591931835001 -1.52812878705555 0.136456799125028 0.294760684242961 -4.89134875718548
"GNL3" -0.161518010484451 5.5635330496142 -1.80850124116121 0.0800798575527872 0.213064458542975 -4.8919272257955
"CLCN6" 0.168872223092327 6.1660228050393 1.82933553678294 0.0768255912310345 0.20775649482506 -4.89197523535691
"RPL6P27" -0.194677641794198 4.43214016591103 -1.72721680514814 0.093919719206305 0.233174230015062 -4.8932527836968
"UAP1L1" 0.333741741786519 5.9029380469883 1.82298352661729 0.0778055793180171 0.209041556463444 -4.8933578934449
"UPF3A" -0.170995579584683 5.77540901020723 -1.81603267356009 0.0788901616093982 0.211041920530405 -4.89362798752763
"LFNG" 0.296174885523267 6.47578281689627 1.83200173901088 0.0764174019929156 0.207391025155457 -4.89377388152573
"SLC20A2" -0.139428344770089 4.46543889008922 -1.73132623982721 0.0931745949517727 0.23198364709054 -4.89445346869433
"DCAF11" 0.13717937100312 6.401436058048 1.83034297572739 0.0766711363006692 0.207744953873504 -4.89527024867927
"ADIPOR2" 0.148528488166632 6.17642426172957 1.82741845728081 0.0771202413926709 0.208146372636659 -4.89535482983093
"SF1" -0.120094918135868 9.55689015753213 -1.79796593488536 0.0817696649121755 0.21542178030482 -4.89665854721233
"TFEB" 0.186616574897451 5.69644092437941 1.8138665823602 0.0792307729906141 0.21161704985398 -4.89666259711572
"TMEM150A" -0.187413551566565 3.49187934095173 -1.61543220146908 0.116186253704978 0.266012490183612 -4.89753150455865
"KIF13B" 0.120568804024382 6.49288137810496 1.8291915176444 0.0768476931439201 0.20775649482506 -4.89841826616307
"GOLGA8R" -0.369579375606868 1.81566277527815 -1.38946383489419 0.174431599944817 0.346892978904597 -4.89860403002846
"GLIPR1.AS1" -0.284979082715746 1.47589524985254 -1.35160650680287 0.186124127606747 0.361398931786392 -4.89864377852619
"CCND2" -0.381411671222273 6.84707464403401 -1.82929266146824 0.0768321705281813 0.20775649482506 -4.89874442178102
"SKIL" 0.420650417242476 6.46753124381405 1.82861142860025 0.0769367715791013 0.20780587303827 -4.89929076571876
"HADHA" 0.129695175358375 7.62665339348295 1.82472475820491 0.0775358862973332 0.208825738494892 -4.89960977608275
"SETD9" 0.275019895278644 1.42228431393137 1.35374165952181 0.185448892073514 0.360384531201529 -4.89982111564774
"ZFYVE28" -0.274535416032961 5.54008805366165 -1.80067847547829 0.081331714854361 0.214747779122845 -4.90043424569032
"IGHJ6" 0.679751851986229 1.67354410404875 1.38771869194988 0.174957665764159 0.347615972146751 -4.90059070571638
"MRPS9" -0.193952257647091 3.95184219276302 -1.67086518632612 0.104652052969871 0.249910289311607 -4.90069626664638
"N4BP2L2" -0.134304609682735 6.9557851419942 -1.8285882288554 0.0769403359637964 0.20780587303827 -4.90070738547985
"SINHCAF" -0.191069141005143 5.07852033715873 -1.77526437121085 0.0855141015726974 0.221573782848879 -4.90171630224906
"ZNF484" -0.177410406013115 3.82897188151666 -1.65667042791947 0.107510997361498 0.254208918120079 -4.90173348029186
"ZDHHC11" -0.333246333732508 0.95660390597878 -1.29554307472105 0.20454289770876 0.383827156235153 -4.90206038775332
"SPRY1" -0.348248490313652 1.25651885858048 -1.32308723753789 0.195326771849818 0.372942566977503 -4.90209732872649
"NAP1L4P1" 0.322483186110397 3.03222453235456 1.5607150948531 0.12857853158922 0.283945810620251 -4.9026310755844
"PSMB4" 0.0796471725708914 7.40624030771175 1.82492804468133 0.077504452076767 0.208803403904326 -4.9026570781729
"GAREM2" -0.263963273987195 1.46947798807219 -1.34667173337813 0.187692020830323 0.363127860480913 -4.90275844706861
"NEDD8" 0.169479316066622 3.67532107225813 1.64345958411813 0.110229722753114 0.258005201477473 -4.90281934638352
"KNTC1" 0.165810375492798 4.8582476480385 1.76316886283279 0.0875678059785403 0.224249507767953 -4.90292877261399
"SNX9" 0.403274467614714 5.31693526382089 1.79378106531589 0.0824492597921175 0.216294031472447 -4.90300233885573
"NOP53" -0.208423074602358 9.2652091956545 -1.79939684438105 0.0815383898779943 0.215100826273223 -4.90310637644725
"CINP" 0.213861869738038 4.02738908433513 1.6861395238916 0.101646625537859 0.245358177586943 -4.90316362123124
"TGFBRAP1" -0.128740638963055 5.97659900333032 -1.81589236438151 0.0789121869375189 0.211052961752602 -4.90510702000352
"TMEM202.AS1" -0.252518023646713 1.91698754596648 -1.3984456516472 0.171743629070906 0.343720447047542 -4.905274373461
"CHMP4BP1" 0.242146210928535 2.70458594238787 1.511257328607 0.140686674755537 0.299723319245718 -4.90569710884755
"CASD1" -0.26073114743686 3.70817061551107 -1.63429226103668 0.112149574155143 0.260542192620798 -4.9070723155461
"RDH13" -0.249129148632685 3.2904274410219 -1.58022188203615 0.124042381639442 0.277395745172065 -4.90764648410734
"NCDN" 0.19645269073991 4.43594962885847 1.7256158855484 0.0942113509909853 0.233488913595145 -4.90816884805655
"IL12A" -0.292811798612162 1.93377159949215 -1.39689396288927 0.172205664601456 0.34435292470415 -4.9089721367622
"PRKAG1" 0.127167034575677 4.90893447816591 1.76331885109998 0.0875420862173863 0.224249507767953 -4.90898085389902
"DMAC2L" -0.156260499860096 4.51216703599864 -1.72644870329611 0.0940595457955151 0.23331192395102 -4.90952775790282
"RPGRIP1" -0.335014399544178 1.37011408348046 -1.32950849455647 0.193224809888022 0.370308298098417 -4.90981427474249
"SLC39A3" 0.160055695442765 3.9126195472314 1.66765037604773 0.105293941658729 0.25088425137194 -4.90990688296885
"CDC16" -0.226265330284346 5.78489084923071 -1.80504263666275 0.0806312916316818 0.213821859580858 -4.91106355548297
"OCEL1" 0.173477408690595 3.91587696856536 1.66778012150493 0.105267972623098 0.250873066526186 -4.91114942021411
"CREB1" -0.13860250900466 5.72886950140969 -1.80376085243045 0.0808364763608036 0.214015206386753 -4.91152802851293
"SH3BP4" -0.424211627781882 2.33529175125901 -1.4435166734102 0.158743171671076 0.325606459470055 -4.91202502446346
"SOAT1" 0.142486785843313 5.70947376844932 1.80444327267393 0.0807271810425695 0.213821859580858 -4.91246763312196
"RBM4" -0.136624248115111 4.94074289715195 -1.75985006159454 0.0881385455874884 0.225243152013062 -4.91259742731225
"H1.0" 0.441327182081923 5.45039693226997 1.79457699341339 0.0823196380568588 0.216146330876526 -4.91272844962095
"TSPAN32" -0.198594658332113 7.12746728562183 -1.82067219941687 0.0781648086889103 0.209911050799278 -4.91285461645646
"TUBGCP2" 0.134824337293161 7.18297696240728 1.81978775660118 0.0783026437368872 0.210137636537409 -4.91379023298815
"PLXNB1" -0.305344547436395 1.87446195083983 -1.38638984089353 0.175359073827861 0.34794450590243 -4.91392498153521
"KDELR2" 0.169357183621257 4.72514677804379 1.74647412709204 0.0904707845428002 0.227827815996344 -4.91462999955358
"HARS2" -0.137159882009198 4.84580110975298 -1.75048382744775 0.0897662483315816 0.226987079664699 -4.91589667513906
"MMUT" 0.194911649616186 3.21631144409056 1.57344023894517 0.125604336223205 0.279616071879183 -4.91602772391918
"LINC02968" -0.470190285769454 2.75760107188539 -1.49339668006906 0.145279036146802 0.306463397896797 -4.91624384462535
"EDC3" -0.16280282384877 3.92820766240705 -1.65896873292898 0.10704374711289 0.253771585435304 -4.91642604017821
"EIF2AK1" 0.34425167414791 7.22733989337595 1.81720933752323 0.0787056584984783 0.210787446062697 -4.91728756955171
"MSL3" -0.115482460387696 6.83570526862527 -1.81831054389355 0.0785333206995179 0.210517144280226 -4.91794135793804
"CST3" 0.297352523992926 9.07752564611575 1.79251283530816 0.0826561570320371 0.216668262161482 -4.91795705951168
"IL4R" 0.223461449466463 7.44702221595148 1.81520832948049 0.079019639843164 0.211244523471002 -4.91799656573845
"SGTA" 0.130626962689463 5.92502546006367 1.80815295776766 0.0801352414847471 0.213163719284489 -4.91801805644107
"NIPBL" -0.12481927677272 7.30499434344475 -1.81631271196553 0.0788462176605446 0.210977137370723 -4.91836724171297
"SYT17" -0.406743944208996 1.19177556935665 -1.30228368610108 0.202257429476095 0.380932695796536 -4.91839088085073
"GOLPH3.DT" 0.233843787506954 1.19623834842195 1.31078317054937 0.19940346739928 0.377608107848451 -4.9189076724366
"GLS" -0.168787424155012 6.07465944634325 -1.8094343676338 0.0799316326576209 0.212766097584349 -4.91952204962603
"WDR18" 0.147908729615168 3.97183136132237 1.66714798458397 0.105394547439261 0.251038948151201 -4.92043321723092
"INO80" -0.10213096523312 6.22784239801689 -1.81218882323302 0.0794954562113236 0.211939954701318 -4.92046708005089
"TET2" 0.213839776396886 7.00706532516211 1.81635081820025 0.0788402395997027 0.210977137370723 -4.92086523472084
"ZDHHC24" -0.138749630845458 5.07083710951836 -1.76313453937569 0.087573692611213 0.224249507767953 -4.92174868501661
"EMC6" 0.124925382694359 4.19954023183634 1.691527956534 0.100603710184966 0.243597320431442 -4.92184919386709
"RTF1" 0.108832247402563 6.27036544830038 1.81255363031706 0.0794378402488625 0.211936666310984 -4.92222217526577
"AP3B1" 0.112030119328593 5.86739711597355 1.80316348190376 0.0809322535810395 0.214068848997337 -4.92315536318065
"WDR55" -0.120873776480128 6.39374899416367 -1.81264205774168 0.0794238797845936 0.211936666310984 -4.92343081027418
"ZNF41" -0.174839069195972 3.17051077813094 -1.55391979978389 0.130190115832048 0.286632159427093 -4.923811355874
"CAND1" -0.152520230595954 6.06921328175818 -1.80617348023148 0.0804506372896702 0.213615303924421 -4.92469699398618
"LIPE" -0.422885566841086 1.26508968346965 -1.30273885078669 0.202103807345819 0.380780512968451 -4.92545731337864
"CBX1" 0.180560792171009 4.36138671793006 1.70634918621589 0.0977811214652568 0.239399536147846 -4.92578463079162
"FBXL18" 0.173681622991981 3.33154560175486 1.58225646756753 0.123576883303571 0.276669566720279 -4.92637420018898
"ATP2B1.AS1" -0.414802174861983 6.20734952836417 -1.80618729269463 0.0804484328547962 0.213615303924421 -4.92683921612227
"NFRKB" -0.150946826072727 5.8971344318023 -1.8000703074008 0.0814297320431602 0.21487886980924 -4.92713915909465
"BMP6" 0.34147686910116 2.16826604132066 1.42299226013881 0.16456326507018 0.333596359241459 -4.92741472868428
"PANX2" 0.368594743173283 2.25462207010869 1.43557215641585 0.160976333492525 0.328698341912355 -4.92815118032231
"RPL27A" -0.13741128878014 10.0120998712995 -1.77028674087258 0.086354264581974 0.22287813343508 -4.92843126463225
"DDI2" 0.195392894276466 5.32836978272663 1.77718581159992 0.0851916433393526 0.22102967178386 -4.92911058563075
"PCOLCE" -0.195038824751202 2.87451015799465 -1.5057496728972 0.142090174303929 0.301733717880772 -4.93008226783468
"SLITRK4" 0.307887639063728 2.00609137106378 1.39990265720362 0.171310672417234 0.343420779693664 -4.93017782864208
"ZNF133" -0.209486459068589 2.95733598467014 -1.51908558105535 0.138711072469873 0.297733944517712 -4.93023955602732
"CRYBG2" -0.38111561440497 1.09925039255758 -1.2817323265114 0.209286971325563 0.389506307744798 -4.93106526458663
"FBXL20" -0.100898571936685 6.0984307096289 -1.80305321594817 0.0809499432219219 0.214068848997337 -4.93150252330424
"PAX8.AS1" -0.68045798350068 4.05431037126058 -1.64816332618297 0.109255259768115 0.256641040475221 -4.93159492295252
"POU2F2.AS1" 0.278521771489863 1.59291478098511 1.34735275720838 0.187475037749148 0.362946255974053 -4.93162335143967
"MCMBP" 0.220061148415872 5.44979799459214 1.78190946944179 0.0844032914450869 0.219660916513014 -4.93169761430735
"MIRLET7A1HG" -0.292104014469842 1.32980702195102 -1.30466409857598 0.201455004887162 0.379993111829342 -4.93219098024791
"BCL11A" -0.253357064138575 4.60214865243382 -1.71776824739751 0.0956519438746218 0.235985306374334 -4.93260805384012
"RAD54L2" -0.125120356143404 6.32850399804912 -1.80606442249612 0.0804680444396436 0.213615303924421 -4.93290833091317
"ATF6B" 0.124888203566581 7.08152392086971 1.80851702065356 0.0800773490741502 0.213064458542975 -4.93336399415765
"TAF4B" -0.310269395142873 2.98819528748753 -1.51696409779769 0.139244242655219 0.298376905213581 -4.93360318990318
"ZNF460" -0.164031836978326 3.59010252197263 -1.60448309970804 0.118584128826039 0.269378548856993 -4.93369361776262
"ERLEC1" 0.173312355927074 4.64671979581117 1.72672099695079 0.0940099569862991 0.23331192395102 -4.93398961884879
"PSMD3" 0.108586551608619 6.49709940007289 1.80714626832447 0.0802955083816846 0.213397483623355 -4.93493641537135
"PMS2CL" -0.176292540076632 3.65055260770332 -1.61025792786215 0.117314408676924 0.267704646084756 -4.93504996268315
"KCMF1" 0.11947395666631 6.26114294964505 1.80452859520691 0.0807135247726055 0.213821859580858 -4.9352363443036
"ZNF266" -0.340852129646393 6.19544885994125 -1.80097304735901 0.0812842753981124 0.214670588016695 -4.93540712844452
"RPL22P1" -0.240892252261274 2.07046042715285 -1.39353587025462 0.173208916827197 0.345531930128304 -4.93547720150071
"KLRC1" -0.569156893260546 2.52325850145907 -1.44463341891571 0.158431239729223 0.325190805724456 -4.93552917286545
"NRARP" 0.508249093239908 2.32132901634375 1.4415806530244 0.159285099603319 0.326301108259068 -4.93558443747419
"UBQLN4" -0.125806884544297 5.10179422767106 -1.75648463022156 0.0887205108890795 0.22576440751058 -4.93569387868175
"SYNE2" -0.321683069255707 9.1165992618807 -1.78209340530399 0.0843727191279684 0.219629824273069 -4.93590313526097
"JADE3" 0.316301478848972 1.10536454504889 1.28609473014487 0.207779514818496 0.387911519989488 -4.9359139987508
"PLEKHN1" 0.259678250166994 1.56069370229182 1.33872095639857 0.190239635147468 0.366194217704692 -4.93603677508141
"ADAT2" -0.220786046546011 4.22259938099034 -1.67700776648832 0.103434642230519 0.247957166331018 -4.93661697551514
"FANCI" 0.256721750503589 4.08047752125107 1.66949059562576 0.104926112605798 0.250296542759821 -4.93740844735127
"SNX8" 0.187985591453653 4.22587906409316 1.68525926503544 0.101817851418641 0.24557907627912 -4.93751340748592
"NLN" 0.264497295820165 3.28282415902562 1.56960712664332 0.126494264151847 0.280960701239138 -4.93817710668777
"LRMDA" 0.289699845700583 2.56576844075401 1.46816144067969 0.151971781240469 0.316284991231106 -4.93858090953201
"U2AF2" 0.0783175002539513 7.95166549686882 1.79733098953632 0.0818724683579877 0.215548146210625 -4.93902230292116
"TPMT" 0.190966274765882 4.31829980032025 1.69297889458866 0.100324417462769 0.243320759095222 -4.93950782849077
"LSM10" 0.177273185578024 4.77067041031647 1.73299368807373 0.092873673623165 0.231609369010142 -4.94136639443059
"TMED8" 0.219421155324868 5.04988950093099 1.75309031215101 0.0893107551457131 0.226581846961758 -4.94155902431953
"H2BC21" 0.313271452485677 4.98980806374304 1.74911999031027 0.090005364160495 0.227177921870971 -4.94266274264931
"SPTY2D1" -0.224513627323435 5.96873955659661 -1.79185996219535 0.0827628376627173 0.216865773506572 -4.94302965362374
"NUDC" 0.112295631855598 5.914902576296 1.79245618156755 0.0826654097239236 0.216668262161482 -4.94315831034755
"BABAM1" 0.168291250484481 4.11760840466095 1.66888184680294 0.105047672797208 0.250499930763331 -4.94327423797501
"ST3GAL5" 0.192785811109765 6.19458764043786 1.79849352039536 0.0816843274996106 0.215293158219805 -4.94378460564638
"ZNF785" -0.19831727292428 2.81815544121211 -1.48805196570088 0.146676436083851 0.308750123861344 -4.94428368677955
"TRIM16" -0.277370986731787 1.18156025191215 -1.27853667788342 0.210396506518722 0.391139146282322 -4.94448728785468
"SLC16A1.AS1" -0.169147427990453 2.451480483805 -1.43835531984428 0.160191186496113 0.32761929004327 -4.94511346219043
"HLA.F.AS1" -0.268405489832934 1.57844516328321 -1.32330285487187 0.195255906733238 0.37289687428559 -4.94550525236226
"SLC16A1" 0.283502561535764 3.7539868777606 1.62635529099612 0.11383400581444 0.26268700519841 -4.94615664959555
"RNF24" 0.342563380928527 5.77954060027703 1.78714565060458 0.0835366406071275 0.2182725606114 -4.94620031113756
"TMEM140" 0.232542672603374 4.13683671551068 1.6696411365935 0.104896069347677 0.250290256929948 -4.94665234997308
"SIGLEC10.AS1" -0.510585673609889 2.07106199487272 -1.37705750318244 0.178198422647802 0.351390601983759 -4.94796351566199
"NR1D2" -0.264946394178636 6.44732667086546 -1.79760201862156 0.0818285728439192 0.215528820856711 -4.94819137428535
"RFPL3S" -0.257997047226744 1.00838513279676 -1.25813025639776 0.217587046024337 0.399036191458373 -4.94851663985493
"RIC3" -0.378423330008947 3.83236982240613 -1.61909910668647 0.115392173818356 0.264766279489744 -4.94982457117264
"MT1E" 0.39242987327832 1.50222083904107 1.32116468692968 0.195959514251818 0.373733598525976 -4.950051887273
"MTG2" -0.149502417768838 3.92175947873597 -1.63584986500999 0.11182143970583 0.260181218826193 -4.95005997406865
"EXT1" 0.205953490047715 4.65930004392373 1.71876395227303 0.095468144245116 0.235810715739088 -4.95024382714384
"IGLV5.52" -0.254008065171164 1.07165912645798 -1.26260261270555 0.215995490239289 0.397661018095502 -4.95030081467566
"TMEM135" 0.18138207372536 3.41434252861483 1.57644037311765 0.124911372117394 0.278627424954403 -4.95066734499267
"CCDC61" 0.168865950661112 3.16756776227167 1.54151534315971 0.133174321316051 0.290651785481931 -4.95166030368098
"TMEM241" 0.199508952572156 2.06015217481417 1.38776653731914 0.174943226456115 0.347615972146751 -4.95177060915347
"DDX42" -0.115899218256013 7.21577888982972 -1.79616491753304 0.082061552225661 0.2157804894444 -4.95254472110161
"ACIN1" -0.0940740327083134 8.44814714318522 -1.78245167158655 0.0843131979905899 0.219571826569133 -4.95262321241463
"BCL2A1" 0.51108336397853 7.24965573355162 1.79529097185963 0.0822035096894888 0.215937577691791 -4.95271845517081
